2025-04-20 15:43:17 ----- Starting train script in mode: train -----
2025-04-20 15:43:17 Loading datasets...
2025-04-20 15:43:35 Train dataset size: 1262310
2025-04-20 15:43:35 Validation dataset size: 315598
2025-04-20 15:43:38.347348: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcudart.so.11.0'; dlerror: libcudart.so.11.0: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /apps/miniconda3/4.10.3-py37/lib:/opt/mvapich2/intel/19.0/2.3.3/lib:/apps/gnu/8.4.0/lib64:/apps/gnu/8.4.0/lib:/opt/intel/19.0.5/debugger_2019/libipt/intel64/lib:/opt/intel/19.0.5/compilers_and_libraries_2019/linux/lib/intel64_lin:/opt/intel/19.0.5/compilers_and_libraries_2019/linux/daal/lib/intel64_lin:/opt/intel/19.0.5/compilers_and_libraries_2019/linux/ipp/lib/intel64_lin:/opt/intel/19.0.5/compilers_and_libraries_2019/linux/mkl/lib/intel64_lin:/opt/intel/19.0.5/compilers_and_libraries_2019/linux/tbb/lib/intel64_lin/gcc4.4:/opt/ddn/cci/lib:/opt/ddn/ime/lib:/opt/ddn/isa-l/lib
2025-04-20 15:43:38.347409: I tensorflow/stream_executor/cuda/cudart_stub.cc:29] Ignore above cudart dlerror if you do not have a GPU set up on your machine.
2025-04-20 15:43:40 Starting training for 10 epochs
2025-04-20 15:43:40 Training on device: cuda
/fs/scratch/PAS2985/team11/Pytorch-SiamFC/training/losses.py:48: UserWarning: Using a target size (torch.Size([32, 33, 33])) that is different to the input size (torch.Size([32, 32, 33, 33])). This will likely lead to incorrect results due to broadcasting. Please ensure they have the same size.
  pos_loss = F.mse_loss(pred * pos_mask, target * pos_mask, reduction='sum') / pos_num
2025-04-20 15:47:42 Epoch 1, Batch 1750/39448, Loss: nan
2025-04-20 15:47:43 Epoch 1, Batch 1760/39448, Loss: nan
2025-04-20 15:47:45 Epoch 1, Batch 1770/39448, Loss: nan
2025-04-20 15:47:46 Epoch 1, Batch 1780/39448, Loss: nan
2025-04-20 15:47:48 Epoch 1, Batch 1790/39448, Loss: nan
2025-04-20 15:47:49 Epoch 1, Batch 1800/39448, Loss: nan
2025-04-20 15:47:50 Epoch 1, Batch 1810/39448, Loss: nan
2025-04-20 15:47:52 Epoch 1, Batch 1820/39448, Loss: nan
2025-04-20 15:47:53 Epoch 1, Batch 1830/39448, Loss: nan
2025-04-20 15:47:54 Epoch 1, Batch 1840/39448, Loss: nan
2025-04-20 15:47:56 Epoch 1, Batch 1850/39448, Loss: nan
2025-04-20 15:47:57 Epoch 1, Batch 1860/39448, Loss: nan
2025-04-20 15:47:59 Epoch 1, Batch 1870/39448, Loss: nan
2025-04-20 15:48:00 Epoch 1, Batch 1880/39448, Loss: nan
2025-04-20 15:48:01 Epoch 1, Batch 1890/39448, Loss: nan
2025-04-20 15:48:03 Epoch 1, Batch 1900/39448, Loss: nan
2025-04-20 15:48:04 Epoch 1, Batch 1910/39448, Loss: nan
2025-04-20 15:48:05 Epoch 1, Batch 1920/39448, Loss: nan
2025-04-20 15:48:07 Epoch 1, Batch 1930/39448, Loss: nan
2025-04-20 15:48:08 Epoch 1, Batch 1940/39448, Loss: nan
2025-04-20 15:48:10 Epoch 1, Batch 1950/39448, Loss: nan
2025-04-20 15:48:11 Epoch 1, Batch 1960/39448, Loss: nan
2025-04-20 15:48:12 Epoch 1, Batch 1970/39448, Loss: nan
2025-04-20 15:48:14 Epoch 1, Batch 1980/39448, Loss: nan
2025-04-20 15:48:15 Epoch 1, Batch 1990/39448, Loss: nan
2025-04-20 15:48:16 Epoch 1, Batch 2000/39448, Loss: nan
2025-04-20 15:48:18 Epoch 1, Batch 2010/39448, Loss: nan
2025-04-20 15:48:19 Epoch 1, Batch 2020/39448, Loss: nan
2025-04-20 15:48:21 Epoch 1, Batch 2030/39448, Loss: nan
2025-04-20 15:48:22 Epoch 1, Batch 2040/39448, Loss: nan
2025-04-20 15:48:23 Epoch 1, Batch 2050/39448, Loss: nan
2025-04-20 15:48:25 Epoch 1, Batch 2060/39448, Loss: nan
2025-04-20 15:48:26 Epoch 1, Batch 2070/39448, Loss: nan
2025-04-20 15:48:27 Epoch 1, Batch 2080/39448, Loss: nan
2025-04-20 15:48:29 Epoch 1, Batch 2090/39448, Loss: nan
2025-04-20 15:48:30 Epoch 1, Batch 2100/39448, Loss: nan
2025-04-20 15:48:32 Epoch 1, Batch 2110/39448, Loss: nan
2025-04-20 15:48:33 Epoch 1, Batch 2120/39448, Loss: nan
2025-04-20 15:48:34 Epoch 1, Batch 2130/39448, Loss: nan
2025-04-20 15:48:36 Epoch 1, Batch 2140/39448, Loss: nan
2025-04-20 15:48:37 Epoch 1, Batch 2150/39448, Loss: nan
2025-04-20 15:48:38 Epoch 1, Batch 2160/39448, Loss: nan
2025-04-20 15:48:40 Epoch 1, Batch 2170/39448, Loss: nan
2025-04-20 15:48:41 Epoch 1, Batch 2180/39448, Loss: nan
2025-04-20 15:48:43 Epoch 1, Batch 2190/39448, Loss: nan
2025-04-20 15:48:44 Epoch 1, Batch 2200/39448, Loss: nan
2025-04-20 15:48:45 Epoch 1, Batch 2210/39448, Loss: nan
2025-04-20 15:48:47 Epoch 1, Batch 2220/39448, Loss: nan
2025-04-20 15:48:48 Epoch 1, Batch 2230/39448, Loss: nan
2025-04-20 15:48:49 Epoch 1, Batch 2240/39448, Loss: nan
2025-04-20 15:48:51 Epoch 1, Batch 2250/39448, Loss: nan
2025-04-20 15:48:52 Epoch 1, Batch 2260/39448, Loss: nan
2025-04-20 15:48:54 Epoch 1, Batch 2270/39448, Loss: nan
2025-04-20 15:48:55 Epoch 1, Batch 2280/39448, Loss: nan
2025-04-20 15:48:56 Epoch 1, Batch 2290/39448, Loss: nan
2025-04-20 15:48:58 Epoch 1, Batch 2300/39448, Loss: nan
2025-04-20 15:48:59 Epoch 1, Batch 2310/39448, Loss: nan
2025-04-20 15:49:00 Epoch 1, Batch 2320/39448, Loss: nan
2025-04-20 15:49:02 Epoch 1, Batch 2330/39448, Loss: nan
2025-04-20 15:49:03 Epoch 1, Batch 2340/39448, Loss: nan
2025-04-20 15:49:05 Epoch 1, Batch 2350/39448, Loss: nan
2025-04-20 15:49:06 Epoch 1, Batch 2360/39448, Loss: nan
2025-04-20 15:49:07 Epoch 1, Batch 2370/39448, Loss: nan
2025-04-20 15:49:09 Epoch 1, Batch 2380/39448, Loss: nan
2025-04-20 15:49:10 Epoch 1, Batch 2390/39448, Loss: nan
2025-04-20 15:49:11 Epoch 1, Batch 2400/39448, Loss: nan
2025-04-20 15:49:13 Epoch 1, Batch 2410/39448, Loss: nan
2025-04-20 15:49:14 Epoch 1, Batch 2420/39448, Loss: nan
2025-04-20 15:49:16 Epoch 1, Batch 2430/39448, Loss: nan
2025-04-20 15:49:17 Epoch 1, Batch 2440/39448, Loss: nan
2025-04-20 15:49:18 Epoch 1, Batch 2450/39448, Loss: nan
2025-04-20 15:49:20 Epoch 1, Batch 2460/39448, Loss: nan
2025-04-20 15:49:21 Epoch 1, Batch 2470/39448, Loss: nan
2025-04-20 15:49:22 Epoch 1, Batch 2480/39448, Loss: nan
2025-04-20 15:49:24 Epoch 1, Batch 2490/39448, Loss: nan
2025-04-20 15:49:25 Epoch 1, Batch 2500/39448, Loss: nan
2025-04-20 15:49:27 Epoch 1, Batch 2510/39448, Loss: nan
2025-04-20 15:49:28 Epoch 1, Batch 2520/39448, Loss: nan
2025-04-20 15:49:29 Epoch 1, Batch 2530/39448, Loss: nan
2025-04-20 15:49:31 Epoch 1, Batch 2540/39448, Loss: nan
2025-04-20 15:49:32 Epoch 1, Batch 2550/39448, Loss: nan
2025-04-20 15:49:34 Epoch 1, Batch 2560/39448, Loss: nan
2025-04-20 15:49:35 Epoch 1, Batch 2570/39448, Loss: nan
2025-04-20 15:49:36 Epoch 1, Batch 2580/39448, Loss: nan
2025-04-20 15:49:38 Epoch 1, Batch 2590/39448, Loss: nan
2025-04-20 15:49:39 Epoch 1, Batch 2600/39448, Loss: nan
2025-04-20 15:49:40 Epoch 1, Batch 2610/39448, Loss: nan
2025-04-20 15:49:42 Epoch 1, Batch 2620/39448, Loss: nan
2025-04-20 15:49:43 Epoch 1, Batch 2630/39448, Loss: nan
2025-04-20 15:49:45 Epoch 1, Batch 2640/39448, Loss: nan
2025-04-20 15:49:46 Epoch 1, Batch 2650/39448, Loss: nan
2025-04-20 15:49:47 Epoch 1, Batch 2660/39448, Loss: nan
2025-04-20 15:49:49 Epoch 1, Batch 2670/39448, Loss: nan
2025-04-20 15:49:50 Epoch 1, Batch 2680/39448, Loss: nan
2025-04-20 15:49:51 Epoch 1, Batch 2690/39448, Loss: nan
2025-04-20 15:49:53 Epoch 1, Batch 2700/39448, Loss: nan
2025-04-20 15:49:54 Epoch 1, Batch 2710/39448, Loss: nan
2025-04-20 15:49:56 Epoch 1, Batch 2720/39448, Loss: nan
2025-04-20 15:49:57 Epoch 1, Batch 2730/39448, Loss: nan
2025-04-20 15:49:58 Epoch 1, Batch 2740/39448, Loss: nan
2025-04-20 15:50:00 Epoch 1, Batch 2750/39448, Loss: nan
2025-04-20 15:50:01 Epoch 1, Batch 2760/39448, Loss: nan
2025-04-20 15:50:02 Epoch 1, Batch 2770/39448, Loss: nan
2025-04-20 15:50:04 Epoch 1, Batch 2780/39448, Loss: nan
2025-04-20 15:50:05 Epoch 1, Batch 2790/39448, Loss: nan
2025-04-20 15:50:07 Epoch 1, Batch 2800/39448, Loss: nan
2025-04-20 15:50:08 Epoch 1, Batch 2810/39448, Loss: nan
2025-04-20 15:50:09 Epoch 1, Batch 2820/39448, Loss: nan
2025-04-20 15:50:11 Epoch 1, Batch 2830/39448, Loss: nan
2025-04-20 15:50:12 Epoch 1, Batch 2840/39448, Loss: nan
2025-04-20 15:50:13 Epoch 1, Batch 2850/39448, Loss: nan
2025-04-20 15:50:15 Epoch 1, Batch 2860/39448, Loss: nan
2025-04-20 15:50:16 Epoch 1, Batch 2870/39448, Loss: nan
2025-04-20 15:50:17 Epoch 1, Batch 2880/39448, Loss: nan
2025-04-20 15:50:19 Epoch 1, Batch 2890/39448, Loss: nan
2025-04-20 15:50:20 Epoch 1, Batch 2900/39448, Loss: nan
2025-04-20 15:50:21 Epoch 1, Batch 2910/39448, Loss: nan
2025-04-20 15:50:23 Epoch 1, Batch 2920/39448, Loss: nan
2025-04-20 15:50:24 Epoch 1, Batch 2930/39448, Loss: nan
2025-04-20 15:50:26 Epoch 1, Batch 2940/39448, Loss: nan
2025-04-20 15:50:27 Epoch 1, Batch 2950/39448, Loss: nan
2025-04-20 15:50:28 Epoch 1, Batch 2960/39448, Loss: nan
2025-04-20 15:50:30 Epoch 1, Batch 2970/39448, Loss: nan
2025-04-20 15:50:31 Epoch 1, Batch 2980/39448, Loss: nan
2025-04-20 15:50:32 Epoch 1, Batch 2990/39448, Loss: nan
2025-04-20 15:50:34 Epoch 1, Batch 3000/39448, Loss: nan
2025-04-20 15:50:35 Epoch 1, Batch 3010/39448, Loss: nan
2025-04-20 15:50:37 Epoch 1, Batch 3020/39448, Loss: nan
2025-04-20 15:50:38 Epoch 1, Batch 3030/39448, Loss: nan
2025-04-20 15:50:39 Epoch 1, Batch 3040/39448, Loss: nan
2025-04-20 15:50:41 Epoch 1, Batch 3050/39448, Loss: nan
2025-04-20 15:50:42 Epoch 1, Batch 3060/39448, Loss: nan
2025-04-20 15:50:43 Epoch 1, Batch 3070/39448, Loss: nan
2025-04-20 15:50:45 Epoch 1, Batch 3080/39448, Loss: nan
2025-04-20 15:50:46 Epoch 1, Batch 3090/39448, Loss: nan
2025-04-20 15:50:47 Epoch 1, Batch 3100/39448, Loss: nan
2025-04-20 15:50:49 Epoch 1, Batch 3110/39448, Loss: nan
2025-04-20 15:50:50 Epoch 1, Batch 3120/39448, Loss: nan
2025-04-20 15:50:52 Epoch 1, Batch 3130/39448, Loss: nan
2025-04-20 15:50:53 Epoch 1, Batch 3140/39448, Loss: nan
2025-04-20 15:50:54 Epoch 1, Batch 3150/39448, Loss: nan
2025-04-20 15:50:56 Epoch 1, Batch 3160/39448, Loss: nan
2025-04-20 15:50:57 Epoch 1, Batch 3170/39448, Loss: nan
2025-04-20 15:50:59 Epoch 1, Batch 3180/39448, Loss: nan
2025-04-20 15:51:00 Epoch 1, Batch 3190/39448, Loss: nan
2025-04-20 15:51:01 Epoch 1, Batch 3200/39448, Loss: nan
2025-04-20 15:51:03 Epoch 1, Batch 3210/39448, Loss: nan
2025-04-20 15:51:04 Epoch 1, Batch 3220/39448, Loss: nan
2025-04-20 15:51:05 Epoch 1, Batch 3230/39448, Loss: nan
2025-04-20 15:51:07 Epoch 1, Batch 3240/39448, Loss: nan
2025-04-20 15:51:08 Epoch 1, Batch 3250/39448, Loss: nan
2025-04-20 15:51:09 Epoch 1, Batch 3260/39448, Loss: nan
2025-04-20 15:51:11 Epoch 1, Batch 3270/39448, Loss: nan
2025-04-20 15:51:12 Epoch 1, Batch 3280/39448, Loss: nan
2025-04-20 15:51:13 Epoch 1, Batch 3290/39448, Loss: nan
